   name1,name2,street1,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility
Palm Tree Ranch,Towns Health Services Inc,12370 Clay Station Road,Herald,CA,95638,,Sacramento,209-744-9909,,,209-740-4965,http://www.townshealthservices.net,38.308341,-121.179391,SA
Sutter Yuba Mental Health Services,Options for Change,1965 Live Oak Boulevard,Yuba City,CA,95991,,Sutter,530-822-7200,,,,http://www.suttercounty.org,39.155791,-121.618762,SA
Westlake Village Family Services,,3625 East Thousand Oaks Boulevard,Thousand Oaks,CA,91362,,Ventura,818-730-2960,,,,http://www.westlakevillagefamilyservices.com,34.1655307,-118.8294559,SA
Intervention Institute,,973 South Westlake Boulevard,Westlake Village,CA,91361,,Ventura,805-379-3611,,,,http://www.interventioninstitute.org,34.1528768,-118.8295358,SA
Engage Treatment Programs,,650 Hampshire Road,Westlake Village,CA,91361,,Ventura,805-497-0605,,,,http://Www.engagetherapy.com,34.159498,-118.835623,SA
First Steps,,1251 East Onstott Road,Yuba City,CA,95991,,Sutter,530-822-7263,,,,http://www.co.sutter.ca.us,39.146702,-121.63421,SA
Paradigm Malibu,,6323 Via Escondido Drive,Malibu,CA,90265,,Los Angeles,310-457-6300,,855-780-8336,,http://www.paradigmmalibu.com,34.029562,-118.763884,SA
A Wildwood Recovery,,360 Camino de Celeste,Thousand Oaks,CA,91360,,Ventura,805-493-5741,,,,http://www.wildwoodrecovery.com,34.2307686,-118.8873666,SA
Ventura Recovery Center,,166 Siesta Avenue,Thousand Oaks,CA,91360,,Ventura,800-247-6111,,,805-499-8383,http://venturarecoverycenter.com/,34.2102245,-118.879274,SA
Canyon at Peace Park,,2890 South Kanan Dume Road,Malibu,CA,90265,,Los Angeles,877-714-1319,,,310-457-1000,http://www.thecanyonmalibu.com,34.065429,-118.796732,SA
Infinity Malibu,,27475 Winding Way,Malibu,CA,90265,,Los Angeles,818-855-8587,,424-235-2651,,http://www.infinitytreatmentcenters.com/,34.0314823,-118.7759386,SA
Cedar Rose Programs,AOD Abatement Servs,940 Merchant Street,Redding,CA,96002,,Shasta,530-605-1361,Intakes,,530-945-2192,http://,40.5737584,-122.3541755,SA
Genesis Program Inc,Thousand Oaks,145 Hodencamp Road,Thousand Oaks,CA,91360,,Ventura,805-497-6169,,,800-432-4281,http://www.genesisprograms.com,34.180301,-118.868935,SA
Psychiatric Care Center,,2885 Churn Creek Road,Redding,CA,96002,,Shasta,530-221-6303,,,530-221-7474,http://www.pcccares.com,40.56556924,-122.3531128,SA
Right Road Recovery Programs Inc,,2110 Ferry Street,Anderson,CA,96007,,Shasta,530-365-8523,,,,http://www.rightroad.org,40.451172,-122.298699,SA
Lifesync Recovery,Detoxification,6035 Murphy Way,Malibu,CA,90265,,Los Angeles,310-457-0915,,,310-457-0899,http://www.lifesyncmalibu.com,34.0347714,-118.7827207,SA
Milestones Ranch Malibu,,200 Vera Canyon Road,Malibu,CA,90265,,Los Angeles,818-879-9110,,800-791-6859,,http://www.milestonesranch.com,34.0928137,-118.8185165,SA
Canyon at Peace Park,,2900 South Kanan Dume Road,Malibu,CA,90265,,Los Angeles,877-714-1319,Intakes,310-774-2043,310-457-1000,http://www.thecanyonmalibu.com,34.0657138,-118.8061251,SA
VOTC Inc,Visions of the Cross/Residential,3640-3652 El Portal Drive,Redding,CA,96002,,Shasta,530-722-1114,,,,http://www.visionsofthecross.com,40.5530965,-122.3565903,SA
VOTC Inc,,3617 Ricardo Avenue,Redding,CA,96002,,Shasta,530-722-1114,,,,http://www.visionsofthecross.com,40.553575,-122.356923,SA
Redding VA Outpatient Clinic,Mental Health and ARTS,351 Hartnell Avenue,Redding,CA,96002,,Shasta,530-226-7675,,,,http://www.va.gov,40.5652859,-122.3669191,SA
Discovery Counseling Inc,,650 NW Hemlock Street,Waldport,OR,97394,,Lincoln,541-563-3330,,541-574-9050,,http://,44.4273705,-124.0675467,SA
River City Recovery Center Inc,Mens South Campus,12490 Alta Mesa Road,Herald,CA,95638,,Sacramento,209-748-2470,,916-442-3979,,http://www.rivercityrecovery.org,38.300403,-121.229145,SA
Lakehouse Recovery Center,,890 Lake Sherwood Drive,Westlake Village,CA,91361,,Ventura,805-371-8870,,877-762-3707,,http://www.lakehouserecoverycenter.com,34.140896,-118.862703,SA
Redeemed Recovery Services,,844 Butte Street,Redding,CA,96001,,Shasta,530-241-5518,,,,http://,40.5862169,-122.3831793,SA
Azure Acres Recovery Center,,2641 Cottage Way ,Sacramento,CA,95825,1276,Sacramento,916-488-8123,,,800-222-7292,http://www.azureacres.com,38.6039004,-121.400432,SA
Shasta County Hlth and Human Servs,Shasta County Perinatal Trt Servs,1506 Market Street,Redding,CA,96001,,Shasta,530-245-6411,,,,http://,40.5840746,-122.3911067,SA
Empire Recovery Center Inc,,1237 California Street,Redding,CA,96001,618,Shasta,530-243-7470,Intakes,530-243-7470 x301,530-246-8339,http://www.empirerecoverycenter.org,40.5869124,-122.3930676,SA
Empire Hotel EHARC Inc,Empire Outpatient Services Redding,1616 West Street,Redding,CA,96001,,Shasta,530-244-7074,,,,http://www.empirerecoverycenter.org,40.581323,-122.397107,SA
Sacramento County Probation,Adult Drug Court Treatment Center,3201 Florin Perkins Road,Sacramento,CA,95826,,Sacramento,916-875-1171,,,,http://,38.546283,-121.391208,SA
Cliffside Malibu,,30060 Andromeda Lane,Malibu,CA,90265,,Los Angeles,800-501-1988,,,,http://cliffsidemalibu.com,34.0347482,-118.8292836,SA
WellSpace Health,Detoxification Program,1550 Juliesse Avenue,Sacramento,CA,95815,,Sacramento,916-822-8943,Intakes,916-405-4600,916-405-4611,http://www.wellspacehealth.org,38.619664,-121.432065,SA
National Council on Alc and Drug Dep,,1440 Ethan Way,Sacramento,CA,95825,,Sacramento,916-922-9217 x100,,,,http://www.ncaddsac.org,38.5920984,-121.4193897,SA
Volunteers of America,Options for Recovery,1001 Grand Avenue,Sacramento,CA,95838,,Sacramento,916-929-1951,Intakes,916-874-9754,916-874-9890,http://www.volunteersofamerica.org,38.6366521,-121.4437414,SA
Visions Adolescent Treatment Center,,33335 Mulholland Highway,Malibu,CA,90265,,Los Angeles,818-889-3665,Intakes,866-889-3665,866-889-3132,http://www.visionsteen.com,34.0908365,-118.871109,SA
Summit BHC Sacramento LLC,Valley Recovery Center of California,2221 Fair Oaks Boulevard,Sacramento,CA,95825,,Sacramento,916-514-8500,,,,http://www.valleyrecovery.com,38.5753531,-121.4142234,SA
Last Resort,Adolescences Last Resort,3125 East Orangeburg Avenue,Modesto,CA,95350,,Stanislaus,209-523-6910,,,209-523-6900,http://www.thelastresortmodesto.com,37.6635491,-120.9369888,SA
Creative Care Inc,,5941 Trancas Canyon Road,Malibu,CA,90265,,Los Angeles,310-589-9834,,800-832-3280,,http://www.creativecareinc.com/,34.0406272,-118.8495077,SA
BAART Behavioral Health Servs Inc,,310 Harris Avenue,Sacramento,CA,95838,,Sacramento,916-649-6793,,,,http://www.baartprograms.com,38.6381226,-121.4585113,SA
Bridges Inc,Outpatient Services,3600 Power Inn Road,Sacramento,CA,95826,,Sacramento,916-450-0700,,,,http://www.bridgesinc.net,38.541672,-121.409537,SA
BreakThroughs Outpatient Treatment,,2125 Wylie Drive,Modesto,CA,95355,,Stanislaus,209-529-1855,,,,http://www.breakthroughsmodesto.com,37.6584981,-120.9592479,SA
Tehama County Health Servs Agency,Drug and Alcohol Division,1850 Walnut Street,Red Bluff,CA,96080,,Tehama,530-527-7893,,,,http://www.tehamacohealthservices.net,40.169691,-122.2548481,SA
Choices Counseling Center,,109 NE Manzanita Avenue,Grants Pass,OR,97526,1400,Josephine,541-479-8847,,,,http://,42.44951641,-123.3224259,SA
Ontrack Inc,,720 NW 6th Street,Grants Pass,OR,97526,,Josephine,541-955-9227,,,,http://www.ontrackrecovery.org,42.444409,-123.324444,SA
ADAPT/Grants Pass,,418 NW 6th Street,Grants Pass,OR,97526,,Josephine,541-474-1033,,,,http://www.adaptoregon.org,42.441981,-123.325709,SA
Josephine County Comm Corrections,Substance Abuse Trt Program,510 NW 4th Street,Grants Pass,OR,97526,,Josephine,541-474-5191,,,,http://www.co.josephine.or.us,42.4436905,-123.3281314,SA
Towns Health Services,,750 Spaans Drive,Galt,CA,95632,,Sacramento,209-744-9909,,,209-740-4965,http://www.townshealthservices.com,38.2653971,-121.3025061,SA
New Hope Recovery,,823 East Orangeburg Avenue,Modesto,CA,95350,,Stanislaus,209-527-9797 x111,Intakes,209-527-9797,209-527-2047,http://www.newhope-recovery.org,37.6640223,-120.98266,SA
Sacramento Recovery Homes Inc,DBA Gateway Recovery House,4049 Miller Way,Sacramento,CA,95817,,Sacramento,916-451-9312,,,,http://www.sacramentorecoveryhouse.org/,38.5565875,-121.4605168,SA
Sierra Vista Child And Family Servs,First Step Perinatal Program,1700 McHenry Village Way,Modesto,CA,95350,,Stanislaus,209-527-3270,,,,http://www.sierravistacares.org,37.6681771,-120.9894511,SA
Kaiser Permanente Medical Center,South Sacramento Chem Dep Servs,8247 East Stockton Boulevard,Sacramento,CA,95828,,Sacramento,916-525-6100,,,,http://www.permanente.net/homepage/kaiser/pages/d10438-top.html,38.46075765,-121.4120357,SA
Last Resort,Adolescents Last Resort,218 East Orangeburg Avenue,Modesto,CA,95350,,Stanislaus,209-523-6900,,209-523-6910,,http://www.thelastresortmodesto.com,37.663476,-120.990283,SA
Stanislaus County (BHRS),Genesis Narcotic Replacement Ther,800 Scenic Drive,Modesto,CA,95350,,Stanislaus,209-525-6146,,,,http://www.stancounty.com/bhrs/services-alcohol-drug.shtm,37.6469981,-120.9837462,SA
Promise House,,2727 P Street,Sacramento,CA,95816,,Sacramento,916-452-3073,,,,http://bridgesinc.net,38.5676164,-121.4724697,SA
Sacramento Treatment Clinic,,7225 East South Gate Drive,Sacramento,CA,95823,,Sacramento,916-394-1000,,866-932-1547,,http://www.sacramentoctc.com/,38.4947199,-121.4366453,SA
Sacramento Native American,Health Center Inc,2020 J Street,Sacramento,CA,95811,,Sacramento,916-341-0576,,916-341-0575,,http://www.snahc.org,38.5762,-121.479362,SA
Aegis Treatment Centers LLC,,1235 McHenry Avenue,Modesto,CA,95350,5370,Stanislaus,209-527-4597,,,,http://www.aegistreatmentcenters.com,37.6610504,-120.9942618,SA
Sacramento Veterans Resource Center,,7270 East Southgate Drive,Sacramento,CA,95823,,Sacramento,916-393-8387,,916-393-8387 x469,,http://www.vetsresource.org,38.4935523,-121.4380144,SA
MedMark Treatment Centers,Sacramento,7240 East Southgate Drive,Sacramento,CA,95823,,Sacramento,916-391-4293,,916-391-4297,,http://www.medmarktreatmentcenters.com,38.4943627,-121.4385164,SA
WellSpace Health,Counseling Center,1820 J Street,Sacramento,CA,95811,,Sacramento,916-313-8400,,916-313-8434,,http://www.wellspacehealth.org,38.5768425,-121.4816645,SA
CORE Medical Clinic Inc,,2100 Capitol Avenue,Sacramento,CA,95816,,Sacramento,916-442-4985 x305,,916-442-4985,,http://www.coremedicalclinic.com,38.5727344,-121.4799135,SA
Dual Solutions Continuum of Care,,320 SW Ramsey Avenue,Grants Pass,OR,97527,,Josephine,541-472-9997,,,541-472-9983,http://www.optionsonline.org,42.42176193,-123.3370289,SA
Tehama County Hlth Services Agency,Drug and Alc Division/South County,275 Solano Street,Corning,CA,96021,,Tehama,530-824-4890,,,,http://www.tehamacohealthservices.net,39.927446,-122.1690478,SA
Stanislaus Recovery Center,Adult Treatment Programs,1904 Richland Avenue,Ceres,CA,95307,,Stanislaus,209-541-2121,,,,http://www.stanislausrecoverycenter.com,37.60122615,-120.9659287,SA
El Hogar Community Services Inc,,630 Bercut Drive,Sacramento,CA,95811,,Sacramento,916-441-3819,,916-875-1055,,http://www.elhogarinc.org,38.60084,-121.497509,SA
Sacramento Recovery House Inc,,1914 22nd Street,Sacramento,CA,95816,,Sacramento,916-455-6258,,,,http://sacrecovery.org,38.5656502,-121.4819826,SA
Living Centers of Fresno,,917 13th Street,Modesto,CA,95354,903,Stanislaus,209-575-1580,,,800-368-6865,http://www.thelivingcentertreatment.com,37.6422207,-120.9969418,SA
Strategies for Change,,4343 Williamsbourgh Drive,Sacramento,CA,95823,,Sacramento,916-395-3552 x1262,,916-395-3552,,http://www.strategies4change.org,38.49810854,-121.4571969,SA
Nirvana Drug and Alcohol Institute,Women of Hope,1116 Alice Street,Modesto,CA,95350,,Stanislaus,209-578-3132,,,,http://nirvanatx.org,37.647084,-121.007519,SA
Another Choice Another Chance,,7000 Franklin Boulevard,Sacramento,CA,95823,,Sacramento,916-388-9418,,916-388-9418 x2301,,http://www.acacsac.org,38.4993357,-121.4628172,SA
Center for Human Services,SUD IOT,2000 West Briggsmore Avenue,Modesto,CA,95350,,Stanislaus,209-526-1440 x156,Intakes,209-526-1440,209-526-1476,http://www.centerforhumanservices.org,37.670727,-121.0279459,SA
Center for Human Services,Substance Abuse Treatment Services,2000 West Briggsmore Avenue ,Modesto,CA,95350,,Stanislaus,209-526-1476,,,,http://,37.670727,-121.0279459,SA
Nirvana Drug and Alcohol Institute,Outpatient,1100 Kansas Avenue,Modesto,CA,95351,,Stanislaus,209-579-1151,,,,http://nirvanatx.org,37.645861,-121.02346,SA
Stanislaus County (BHRS),Day Reporting Center,190 East Hackett Road,Modesto,CA,95358,,Stanislaus,209-525-7218,,,,http://,37.5873891,-120.992177,SA
Nirvana Drug and Alcohol Institute,,1028 Reno Street,Modesto,CA,95351,,Stanislaus,209-579-1151,,209-579-1103,,http://www.nirvanatx.org,37.648961,-121.027479,SA
CommuniCare Health Centers,Behavioral Health Services,500 B Jefferson Boulevard,West Sacramento,CA,95605,,Yolo,916-403-2970,,,,http://www.communicarehc.org,38.5876346,-121.5278856,SA
Aegis Treatment Centers LLC,DBA Healthy Connections,441 South Ham Lane,Lodi,CA,95242,,San Joaquin,209-224-8940,,,,http://aegistreatmentcenters.com,38.1284233,-121.2889667,SA
PDAP of Ventura County Inc,,450 Rosewood Avenue,Camarillo,CA,93010,,Ventura,805-482-1265,,,,http://www.pdapofventura.com,34.2205617,-119.0611482,SA
Emergence Addiction/Behav Therapy,Unit 3,4969 Highway 101,Florence,OR,97439,,Lane,541-997-8509,,,541-967-6597,http://www.4emergence.com,44.0039258,-124.1015382,SA
Reconnections Alc and Drug Trt Inc,,1720 34th Street,Florence,OR,97439,,Lane,541-574-9570,,,,http://www.reconnectionscounseling.com/,43.995814,-124.1025873,SA
Glenn County Hlth and Human Servs,Alcohol and Drug Services,1187 East South Street,Orland,CA,95963,,Glenn,530-865-1146,,,800-507-3530,http://www.countyofglenn.net/dept/health-human-services/substance-use-disorders-services/welcome,39.7360416,-122.1671988,SA
San Joaquin County,Chemical Dependency Counseling Ctr,620 North Aurora Street,Stockton,CA,95202,,San Joaquin,209-468-3720,,,209-468-3721,http://www.sjgov.org/osa,37.9611761,-121.2803079,SA
Saint Josephs Behav Health Ctrs,,2510 North California Street,Stockton,CA,95204,,San Joaquin,209-461-2000,,,209-938-0831 x321,http://www.stjosephscanhelp.org,37.9765743,-121.2910818,SA
Aegis Treatment Centers LLC,Healthy Connections,1947 North California Street,Stockton,CA,95204,,San Joaquin,209-463-0870,,,,http://,37.9718624,-121.2899749,SA
Aegis Treatment Centers LLC,,8626 Lower Sacramento Road,Stockton,CA,95210,,San Joaquin,209-478-2487,,,,http://www.aegistreatmentcenters.com,38.0291351,-121.3218134,SA
Alcohol Recovery Center,DUI Freedom Programs,1125 North Hunter Street,Stockton,CA,95202,,San Joaquin,209-464-7627,,,,http://,37.9643323,-121.2919287,SA
MedMark Treatment Centers,Stockton,1111 North El Dorado Street,Stockton,CA,95202,,San Joaquin,209-938-0228,,,,http://www.medmarktreatmentcenters.com,37.9638758,-121.292954,SA
Ventura County Behavioral Health Dept,Alc/Drug Prog/A New Start for Moms,1911 Williams Drive,Oxnard,CA,93036,,Ventura,805-981-9250,,,,http://www.venturacountylimits.org/about/a-new-start-for-moms/,34.2195571,-119.1549804,SA
Ventura County Behavioral Health,Oxnard Alcohol and Drug Program,1911 Williams Drive,Oxnard,CA,93036,,Ventura,805-981-9200,,,,http://www.VenturaCountyLimits.org,34.2195571,-119.1549804,SA
Aegis Treatment Centers LLC,5th Street Medical Clinic,1839 South El Dorado Street,Stockton,CA,95206,,San Joaquin,209-463-0872,,,,http://,37.9330435,-121.2847624,SA
Native Directions Inc,Three Rivers Lodge,13505 Union Road,Manteca,CA,95336,,San Joaquin,209-858-2421,,209-858-2421 x15,,http://www.nativedirection.org,37.8400919,-121.2364735,SA
Service First Outpatient Program,,445 West Weber Avenue,Stockton,CA,95203,,San Joaquin,209-451-3628,,,209-451-4052 x4818,http://,37.9528065,-121.2971925,SA
Service First Outpatient Program,,1222 Monaco Court,Stockton,CA,95207,,San Joaquin,209-644-6328,,,209-644-6327,http://,37.988183,-121.320415,SA
Aegis Treatment Centers LLC,Healthy Connections,955 West Center Street,Manteca,CA,95337,,San Joaquin,209-239-9600,,,,http://healthyconnections.co,37.7994484,-121.2299691,SA
San Joaquin County,(SJC)/Family Ties,500 West Hospital Road,French Camp,CA,95231,,San Joaquin,209-468-6208,,209-468-9600,,http://sjgov.org/osa,37.8867135,-121.2826314,SA
San Joaquin County,Behavioral Health/Recovery House,500 West Hospital Road,French Camp,CA,95231,,San Joaquin,209-468-6857,,209-468-9600,,http://www.CO.SAN-JOAQUIN.CA.US/OSA,37.8867135,-121.2826314,SA
Aegis Treatment Centers LLC,,5225 Telegraph Road,Ventura,CA,93003,,Ventura,805-765-6495,,,800-821-8775,http://www.aegistreatmentcenters.com,34.2767717,-119.2245722,SA
Alternative Action Programs,,314 West 4th Street,Oxnard,CA,93030,,Ventura,805-988-1112 x0,,805-988-1112,,http://www.aapoxnard.com,34.1987813,-119.1803287,SA
BHRS-SUD Division,Los Banos Alcohol and Drug Services,40 G Street,Los Banos,CA,93635,,Merced,209-710-6100,,,209-381-6800,http://www.co.merced.ca.us,37.067192,-120.85413,SA
Changing Tides Treatment Programs,,2021 Sperry Avenue,Ventura,CA,93003,,Ventura,844-883-3869,,,,http://changingtidesaddictiontreatment.com,34.2544863,-119.218549,SA
Aegis Treatment Centers LLC,,2055 Saviers Road,Oxnard,CA,93033,,Ventura,805-483-2253,,,,http://www.aegistreatmentcenters.com/,34.1792248,-119.1780274,SA
Genesis Programs Inc,Ventura,1732 Palma Drive,Ventura,CA,93003,,Ventura,805-650-3094,,,,http://www.genesisprograms.com,34.257012,-119.227114,SA
Colusa County,Dept of Behavioral Health/SA,162 East Carson Street,Colusa,CA,95932,,Colusa,530-458-0520,,,530-458-0525,http://www.countyofcolusa.org/index.aspx?NID=326,39.205832,-122.006293,SA
Prototypes Womens Center,Ventura County,2150 North Victoria Avenue,Oxnard,CA,93036,,Ventura,805-382-6296 x4327,Intakes,805-832-2995,805-382-6296 x4332,http://prototypes.org,34.2253814,-119.2202585,SA
Progress House Inc,Progress House Woodland,15450 and 15430 County Road 99,Woodland,CA,95695,,Yolo,530-668-9627,Intakes,530-626-9240 x4548,530-626-9240 x4543,http://www.progresshouseinc.org,38.716297,-121.788474,SA
Fourth and Hope,Walters House,285 4th Street,Woodland,CA,95695,,Yolo,530-662-2699,,,,http://www.fourthandhope.org,38.6790545,-121.7691343,SA
Western Pacific Med Corp,Western Pacific Ventura,955 East Thompson Boulevard,Ventura,CA,93001,,Ventura,805-641-9100,,,,http://www.westpacmed.com,34.2785137,-119.2862193,SA
Cache Creek Lodge Inc,,435 Aspen Street,Woodland,CA,95695,,Yolo,530-662-5727,,,,http://cachecreeklodge.com,38.6924412,-121.7859367,SA
Khepera House,,125 West Harrison Avenue,Ventura,CA,93001,,Ventura,805-653-2596,,805-653-2596 x100,,http://www.kheperahouse.org,34.2866578,-119.3013039,SA
Changing Tides Treatment,,117 Santa Cruz Avenue,Oxnard,CA,93035,,Ventura,805-253-0619,,844-883-3869,,http://www.changingtidestreatment.com,34.1604375,-119.2252288,SA
Khepera House,,277 West Harrison Avenue,Ventura,CA,93001,,Ventura,805-653-2596,,,,http://www.kheperahouse.org,34.2869277,-119.303608,SA
Ventura Cnty Dept of Alc/Drug Prog,Ventura Center,24 East Main Street,Ventura,CA,93001,,Ventura,805-652-6919,,,805-652-6918,http://www.portal.countyofventura.org/portal/page/portal/HCA/BEHAVIORALHEALTH,34.2806769,-119.3004043,SA
CommuniCare Health Centers,Behavioral Health Services,215 West Beamer Street,Woodland,CA,95695,,Yolo,530-405-2815,,,916-403-2970,http://www.communicarehc.org,38.684849,-121.793875,SA
